,ID,縣市,單價,wgs84_x,wgs84_y
3,TR-4,新北市,2.051217072136734,25.058663498747766,121.46240203369284
4,TR-5,新北市,3.269197673350993,25.02358514872842,121.46944431389109
6,TR-7,新北市,1.348535956051585,24.981996606034595,121.42283072977939
8,TR-9,新北市,2.074639776006239,24.997280395660074,121.52771292303204
10,TR-11,新北市,1.348535956051585,25.064014985325695,121.42380564434032
14,TR-15,新北市,1.8638354411806943,24.95336450472403,121.55095574723403
17,TR-18,新北市,2.0043716643977243,25.027884887584094,121.41720101939109
18,TR-19,新北市,1.676453810224655,25.000789708694285,121.61969103752479
19,TR-20,新北市,2.0277943682672293,24.982749832207073,121.4551840311462
20,TR-21,新北市,1.8638354411806943,24.947640417492064,121.37351759597342
21,TR-22,新北市,1.2079997328345549,25.007539489165122,121.41246592293636
25,TR-26,新北市,1.6296084024856448,25.08126483271136,121.49204801675188
27,TR-28,新北市,2.8944344114389136,25.026022377476146,121.46956258138283
29,TR-30,新北市,1.5827629947466348,24.982378623791565,121.41541297252014
37,TR-38,新北市,1.9809489605282196,25.06965371737767,121.42829549099643
41,TR-42,新北市,1.7232992179636646,25.08214076949785,121.3744600388821
44,TR-45,新北市,1.395381363790595,25.089205247899507,121.43566012372703
47,TR-48,新北市,1.6296084024856448,25.05175285351291,121.45790632288201
51,TR-52,新北市,2.2151759992232694,25.059695925596927,121.45551744011664
53,TR-54,新北市,1.9575262566587144,25.08274403522495,121.49247028813771
54,TR-55,新北市,1.7232992179636646,24.968683406902418,121.51621107352865
55,TR-56,新北市,3.034970634655944,25.02670089902192,121.4776210172804
58,TR-59,新北市,2.472825741787824,25.078267168745924,121.4975674476765
60,TR-61,新北市,2.1449078876147545,24.982501516503596,121.54519192583923
63,TR-64,新北市,2.2151759992232694,25.056700680140047,121.48618157202283
68,TR-69,新北市,1.676453810224655,25.076013361079255,121.35873944277324
75,TR-76,新北市,2.051217072136734,24.98784154410153,121.44930888574432
79,TR-80,新北市,1.4422267715296049,24.98661741493649,121.42971113138567
80,TR-81,新北市,3.222352265611983,24.979383083403803,121.54374196152703
81,TR-82,新北市,2.1917532953537644,25.015132917635125,121.4700363669632
84,TR-85,新北市,2.332289518570794,24.962819684111228,121.5122647714478
88,TR-89,新北市,2.472825741787824,25.06000099217322,121.45613308047277
91,TR-92,新北市,1.7701446257026745,24.945741244772762,121.37837394341977
92,TR-93,新北市,2.2620214069622797,24.977776361555367,121.44285393652738
94,TR-95,新北市,1.9575262566587144,25.071213445482243,121.6355080066663
95,TR-96,新北市,2.472825741787824,25.057716328261794,121.46215069677031
98,TR-99,新北市,2.2620214069622797,24.97191711363685,121.53367604231248
99,TR-100,新北市,2.1917532953537644,25.090276572500617,121.48879263508566
102,TR-103,新北市,2.051217072136734,25.021300998074924,121.46079552421823
105,TR-106,新北市,2.285444110831784,25.15300585095839,121.46269745610168
109,TR-110,新北市,2.5196711495268342,25.005203999284312,121.45485064477757
110,TR-111,新北市,2.707052780482874,25.060471234204215,121.49262901256016
112,TR-113,新北市,1.2314224367040598,25.047179296069444,121.42632447757487
113,TR-114,新北市,1.32511325218208,24.951675804500812,121.3475149053713
114,TR-115,新北市,2.1917532953537644,24.99369428875083,121.50485411964334
116,TR-117,新北市,1.6530311063551495,25.038128422075665,121.45232609434977
118,TR-119,新北市,1.7232992179636646,25.08266519269581,121.45788247249116
122,TR-123,新北市,2.0277943682672293,24.96090449964404,121.42038178809584
126,TR-127,新北市,1.8544663596328923,24.981267484751793,121.44075663459695
130,TR-131,新北市,1.7467219218331695,24.94819855411103,121.37416294776476
132,TR-133,新北市,2.1917532953537644,25.031577449660947,121.47437977164476
135,TR-136,新北市,1.7467219218331695,25.074353817869635,121.64002446817797
