,ID,縣市,單價,wgs84_x,wgs84_y
36,TR-37,台南市,1.4656494753991098,23.081322594747228,120.29192614035583
56,TR-57,台南市,0.7161229515749503,23.018668070951556,120.24629450240396
61,TR-62,台南市,1.9106808489197045,22.989805325327975,120.1786188286687
66,TR-67,台南市,0.7863910631834654,23.004665201913337,120.23560314213992
83,TR-84,台南市,1.37195865992109,23.024654497623825,120.1790224811979
121,TR-122,台南市,1.311059629860377,22.982786193301447,120.1677086743887
123,TR-124,台南市,0.7301765738966535,22.996724745933587,120.1913644691437
133,TR-134,台南市,0.9737726941395052,23.014406420631463,120.24831803559613
148,TR-149,台南市,1.1705234066433472,22.973548611744416,120.24154193715253
170,TR-171,台南市,1.2079997328345549,22.983026342838873,120.16873126710227
202,TR-203,台南市,1.2079997328345549,22.97103949198547,120.29870438516562
225,TR-226,台南市,1.3813277414688918,22.998167392712414,120.20881577205125
245,TR-246,台南市,0.8519746340180794,23.009994267878643,120.23586577299709
258,TR-259,台南市,0.1774148161986577,22.988892291470297,120.18894348802273
267,TR-268,台南市,0.9831417756873072,22.984425538393683,120.2368484487162
277,TR-278,台南市,0.8426055524702774,23.007078679043616,120.23237045424635
303,TR-304,台南市,1.1705234066433472,23.00447055463699,120.2631221463561
361,TR-362,台南市,0.8566591747919803,23.016790643221604,120.22588661245295
371,TR-372,台南市,1.259529681347466,22.97597824930191,120.20120148937512
381,TR-382,台南市,1.114308917356535,22.970026336845777,120.23579805585678
389,TR-390,台南市,1.348535956051585,23.01130515580382,120.2250302000561
390,TR-391,台南市,0.8660282563397823,23.021349238854715,120.20911959103218
414,TR-415,台南市,1.503125801590318,22.99876253077476,120.18724583108856
447,TR-448,台南市,0.9175582048526932,23.000072628943098,120.23451701327225
552,TR-553,台南市,1.831043655763388,22.989164384719373,120.18917594633066
557,TR-558,台南市,1.4188040676601,22.961588209001235,120.23498734260518
559,TR-560,台南市,1.161154325095545,23.009581688102887,120.26119215574721
577,TR-578,台南市,1.09088621348703,23.005178519346202,120.2447208960704
583,TR-584,台南市,1.4890721792686148,23.046003461019776,120.2408635847792
632,TR-633,台南市,1.6061856986161398,23.005695193286677,120.23012493908573
636,TR-637,台南市,0.9971953980090102,23.016791215644933,120.22600367534572
655,TR-656,台南市,1.9341035527892092,22.989562177542076,120.17874709443758
685,TR-686,台南市,1.6061856986161398,22.991184977899245,120.16786203379012
698,TR-699,台南市,0.7395456554444555,23.014554371903255,120.24904886986738
716,TR-717,台南市,1.0206181018785152,22.97947507917536,120.2327117903512
750,TR-751,台南市,1.1705234066433472,22.972484334462308,120.24181118950354
777,TR-778,台南市,1.0065644795568125,22.992225657206745,120.16828481727374
808,TR-809,台南市,1.0674635096175251,23.014935826510033,120.25141732473472
811,TR-812,台南市,0.5755867283579206,23.043260924904324,120.19749751938922
844,TR-845,台南市,1.4656494753991098,22.972827753287845,120.24186778817389
852,TR-853,台南市,1.0206181018785152,23.016140538850667,120.22590007828943
913,TR-914,台南市,1.2126842736084562,23.024607884772127,120.26506153488107
915,TR-916,台南市,0.7395456554444555,22.946734099275986,120.2521635114658
916,TR-917,台南市,1.025302642652416,22.987539881126157,120.23475347171113
968,TR-969,台南市,1.123677998904337,22.999864139257898,120.18899499748245
997,TR-998,台南市,1.18457702896505,23.024404142979726,120.17950204037554
1013,TR-1014,台南市,1.114308917356535,23.01269491923671,120.23599689028521
1034,TR-1035,台南市,0.9831417756873072,22.981574013742385,120.19526806673463
1104,TR-1105,台南市,0.8566591747919803,22.985538775487043,120.16912552601895
1139,TR-1140,台南市,1.18457702896505,23.01147424007947,120.22452196749498
1163,TR-1164,台南市,0.8566591747919803,22.99285036270553,120.16687645893646
1175,TR-1176,台南市,0.9503499902700004,22.98871743680176,120.16741874336505
1201,TR-1202,台南市,1.259529681347466,22.975732377904055,120.20079332862596
1214,TR-1215,台南市,1.4422267715296049,22.993644689792827,120.17198255283367
1322,TR-1323,台南市,0.9269272864004954,23.00824175799181,120.21541962182893
1346,TR-1347,台南市,1.161154325095545,22.987606343521655,120.16906411198987
1416,TR-1417,台南市,1.4890721792686148,23.01106906328393,120.24532219084522
1434,TR-1435,台南市,1.0206181018785152,23.00858842395183,120.23272284585981
1442,TR-1443,台南市,1.395381363790595,23.025093313410995,120.2359953339514
1445,TR-1446,台南市,1.1424161619999411,23.04138079502705,120.23914293349867
1460,TR-1461,台南市,1.161154325095545,23.02250577231522,120.17563070213872
1497,TR-1498,台南市,1.1705234066433472,22.984540483367645,120.16817582834818
1499,TR-1500,台南市,1.09088621348703,22.986989759351356,120.16858022025666
1524,TR-1525,台南市,0.9035045825309904,22.98178679238425,120.2327084885733
1561,TR-1562,台南市,1.6858228917724567,22.982911320127773,120.22997127326437
1568,TR-1569,台南市,1.676453810224655,22.998862398724008,120.24387815897671
1573,TR-1574,台南市,1.0440408057480202,23.011947697557463,120.22901639278912
1621,TR-1622,台南市,0.9035045825309904,22.996910384995328,120.17656652357793
1635,TR-1636,台南市,0.9362963679482972,22.989561590047312,120.16139568801299
1659,TR-1660,台南市,1.245476059025763,23.071435000679053,120.22101659400329
1734,TR-1735,台南市,0.8332364709224753,22.989985060235558,120.1612175105277
1775,TR-1776,台南市,0.9035045825309904,23.016331048224576,120.2114413867823
1778,TR-1779,台南市,0.7301765738966535,22.97684649483788,120.23628635212987
1795,TR-1796,台南市,1.161154325095545,22.96538592436831,120.22856877708824
1886,TR-1887,台南市,1.6296084024856448,22.990709289344732,120.17706254551459
1906,TR-1907,台南市,1.301690548312575,23.07703675527019,120.28070512184773
1908,TR-1909,台南市,1.0674635096175251,23.010324410727097,120.24634086124712
1925,TR-1926,台南市,0.8332364709224753,22.97776907970126,120.212601595858
1982,TR-1983,台南市,1.3391668745037828,22.97275959663804,120.24083441668962
1987,TR-1988,台南市,0.9503499902700004,22.9614025755503,120.18503140905679
2028,TR-2029,台南市,0.9737726941395052,22.99608263251686,120.17194817720969
2032,TR-2033,台南市,1.09088621348703,22.98100151562652,120.21434814277184
2034,TR-2035,台南市,1.0440408057480202,22.969776270979548,120.23450242565342
2055,TR-2056,台南市,0.9737726941395052,23.007863241057443,120.23215140851833
2068,TR-2069,台南市,0.8332364709224753,23.00064288120789,120.23479667405293
2070,TR-2071,台南市,0.9925108572351092,22.984283588680746,120.19715387643951
2156,TR-2157,台南市,0.8379210116963764,23.04257218825713,120.19523790118231
2172,TR-2173,台南市,1.4375422307557038,23.013941770822083,120.26474863077617
2267,TR-2268,台南市,1.0674635096175251,22.971865676183967,120.19330684204752
2280,TR-2281,台南市,0.9737726941395052,22.97961691344997,120.23216482971492
2291,TR-2292,台南市,1.0440408057480202,23.019369830777944,120.2105652189348
2331,TR-2332,台南市,1.2361069774779612,22.973077979918557,120.24132025823944
2338,TR-2339,台南市,0.9550345310439012,23.011857573300766,120.21617912360227
2362,TR-2363,台南市,0.9503499902700004,23.0152833403433,120.22788531784198
2370,TR-2371,台南市,1.8169900334416844,22.98891224786731,120.18931399989056
2409,TR-2410,台南市,1.161154325095545,23.01089915078061,120.21593102896844
2418,TR-2419,台南市,0.9737726941395052,22.981776845001093,120.2343860622784
2423,TR-2424,台南市,1.7232992179636646,23.019903502973314,120.23464901416254
2429,TR-2430,台南市,1.0674635096175251,23.019567660325585,120.21039822063632
2436,TR-2437,台南市,1.6296084024856448,23.004760474480126,120.17713343792049
2443,TR-2444,台南市,0.5615331060362174,23.041291633474337,120.19380143913341
2491,TR-2492,台南市,0.6739620846098415,23.00562188495767,120.24112868530011
2494,TR-2495,台南市,1.18457702896505,23.01052146408931,120.22358117270032
2518,TR-2519,台南市,1.072148050391426,23.008649174569193,120.23221524554481
2537,TR-2538,台南市,1.18457702896505,23.016596086064297,120.22672669586026
2545,TR-2546,台南市,1.09088621348703,23.020926647147558,120.261842538745
2566,TR-2567,台南市,1.348535956051585,22.99335078625843,120.2319506369319
2569,TR-2570,台南市,0.8894509602092873,22.990285222216375,120.21631343936994
2672,TR-2673,台南市,0.7863910631834654,23.044145146555042,120.19380397104838
2718,TR-2719,台南市,1.1049398358087332,23.01133882736082,120.24697906628819
2726,TR-2727,台南市,1.1939461105128522,23.008179853639103,120.21568336145513
2741,TR-2742,台南市,0.940980908722198,23.000827294956586,120.2355857392362
2747,TR-2748,台南市,1.9387880935631103,23.000797510842283,120.19672458772841
2795,TR-2796,台南市,0.9503499902700004,22.9992036811891,120.23409272581868
2800,TR-2801,台南市,1.7701446257026745,22.989495842636064,120.18865703249371
2801,TR-2802,台南市,1.6998765140941594,23.0253201225015,120.23434526786619
2836,TR-2837,台南市,1.5124948831381198,23.024825202931073,120.17885559528469
2841,TR-2842,台南市,0.9035045825309904,22.982038553332394,120.19962489223619
2889,TR-2890,台南市,0.8332364709224753,23.0138716575611,120.24980381055639
2892,TR-2893,台南市,1.395381363790595,23.016119173068162,120.20159938634632
2908,TR-2909,台南市,1.7935673295721797,23.018160775655502,120.20895282959125
2922,TR-2923,台南市,1.13773162122604,23.10848870863093,120.30488469039865
2962,TR-2963,台南市,1.240791518251862,23.021385785267388,120.18254459367064
2986,TR-2987,台南市,1.6998765140941594,23.02485495477421,120.23525521284832
3033,TR-3034,台南市,0.8332364709224753,22.98956915754022,120.1679694691761
3043,TR-3044,台南市,1.7186146771897637,22.990205366768542,120.17914309946363
3061,TR-3062,台南市,1.1705234066433472,22.984488607698243,120.16861503529414
3079,TR-3080,台南市,0.9597190718178024,22.983760988661654,120.21723861555883
3107,TR-3108,台南市,0.9269272864004954,23.032078684517707,120.2502689546342
3139,TR-3140,台南市,1.3813277414688918,22.99036642259411,120.26724647160334
3142,TR-3143,台南市,1.4890721792686148,23.00088283141207,120.2321323752591
3191,TR-3192,台南市,1.250160599799664,22.98437907311391,120.16839138464316
3213,TR-3214,台南市,1.245476059025763,23.011028094621285,120.22377337526409
3320,TR-3321,台南市,1.8497818188589916,22.976857915615604,120.20015279030962
3323,TR-3324,台南市,1.4422267715296049,23.00244674871083,120.18723352532838
3388,TR-3389,台南市,0.8800818786614852,23.033507839996172,120.26424249400358
3395,TR-3396,台南市,1.5359175870076247,22.972643841134005,120.24117639599041
3405,TR-3406,台南市,1.4656494753991098,23.02153214801172,120.23718610434237
3443,TR-3444,台南市,0.8566591747919803,23.011537671623213,120.24701698328258
3481,TR-3482,台南市,1.831043655763388,23.01604934447829,120.20207781298924
3489,TR-3490,台南市,0.8941355009831882,22.94479952892223,120.25941868212358
3490,TR-3491,台南市,1.7701446257026745,22.983226496666706,120.21142885838238
