,ID,縣市,單價,wgs84_x,wgs84_y
0,TR-1,台北市,4.627714497782282,25.022469131571864,121.54760763932174
1,TR-2,台北市,1.8872581450501995,25.019126798051545,121.50212435093808
5,TR-6,台北市,2.238598703092774,25.02445722307424,121.50896314594308
12,TR-13,台北市,2.543093853396339,25.12125609573777,121.53462038129346
15,TR-16,台北市,2.472825741787824,24.99267539763147,121.574211796403
22,TR-23,台北市,5.564622652562481,25.032121947184674,121.52967524363717
26,TR-27,台北市,3.8313425662191127,25.035517434938743,121.55659394937808
31,TR-32,台北市,2.2151759992232694,25.06663864497449,121.58895811429188
33,TR-34,台北市,3.8313425662191127,25.025273576251337,121.54111012356759
35,TR-36,台北市,2.379134926309804,25.08861506040805,121.59965104128595
39,TR-40,台北市,3.362888488829013,25.049133999891595,121.55599141061121
49,TR-50,台北市,2.0418479905889324,25.001706846811604,121.57099446631594
59,TR-60,台北市,4.393487459087233,25.02944914977366,121.5447947467888
70,TR-71,台北市,3.222352265611983,25.039268908831783,121.57895728299066
72,TR-73,台北市,2.707052780482874,25.043295414463593,121.50202452453401
77,TR-78,台北市,1.9575262566587144,24.995472508995878,121.55561104141059
78,TR-79,台北市,3.362888488829013,25.083528853403436,121.54923712205492
85,TR-86,台北市,3.0818160423949537,25.028015911620646,121.51374398982072
86,TR-87,台北市,2.8007435959608937,25.053334297188748,121.54070798136922
101,TR-102,台北市,4.487178274565252,25.059222516800165,121.61230337097587
104,TR-105,台北市,3.128661450133964,25.060692332214646,121.54066097701156
106,TR-107,台北市,3.667383639132578,25.058158230265107,121.5689167321814
111,TR-112,台北市,3.222352265611983,25.02253532649395,121.55410783538083
115,TR-116,台北市,3.362888488829013,25.055329848469682,121.56486989497161
119,TR-120,台北市,2.847589003699904,25.07632795703878,121.5815104743705
120,TR-121,台北市,4.393487459087233,25.05343679693235,121.51699166160151
128,TR-129,台北市,2.988125226916934,25.046250677561034,121.58047660444629
129,TR-130,台北市,4.206105828131193,25.04576582777545,121.53654220252353
140,TR-141,台北市,3.643960935263073,25.044614282851985,121.57643547668901
141,TR-142,台北市,3.550270119785053,25.087912714072846,121.58562978868842
143,TR-144,台北市,2.753898188221884,25.085123691336104,121.56922967877487
146,TR-147,台北市,3.105238746264458,25.002222755262775,121.55635468364545
151,TR-152,台北市,2.098062479875745,25.04684780505093,121.61384735960905
155,TR-156,台北市,3.175506857872974,25.036583731262873,121.57762671662614
161,TR-162,台北市,3.925033381697133,25.047729510805407,121.54025724769997
164,TR-165,台北市,2.379134926309804,24.998943180759365,121.53984559640097
182,TR-183,台北市,4.861941536477332,25.037341397434727,121.52679414343709
185,TR-186,台北市,1.7935673295721797,25.13853913542087,121.5000032743053
188,TR-189,台北市,2.660207372743864,25.04686797810819,121.58191650579882
192,TR-193,台北市,2.0043716643977243,25.124709607025242,121.52823918044975
200,TR-201,台北市,3.925033381697133,25.05787728547294,121.56208660987205
204,TR-205,台北市,4.651137201651787,25.049459134169208,121.57493190971842
206,TR-207,台北市,4.206105828131193,25.05373183556764,121.5306105074098
212,TR-213,台北市,5.4709318370844615,25.042459850047667,121.52181144998693
213,TR-214,台北市,9.921245572290408,25.046047650765153,121.54591856050942
214,TR-215,台北市,2.707052780482874,25.05125068730328,121.51736901042258
217,TR-218,台北市,3.222352265611983,25.065299337546822,121.53743011347254
234,TR-235,台北市,6.033076729952581,25.041096849673888,121.52685973470948
236,TR-237,台北市,2.238598703092774,25.02595536115037,121.50911795533109
238,TR-239,台北市,2.8944344114389136,25.058537867681625,121.53226656636704
239,TR-240,台北市,2.472825741787824,25.109318393129445,121.51497562554697
240,TR-241,台北市,3.690806343002083,25.026467305350323,121.51251876700638
